id;awardyear;category;awarddate;motivation;prizeamount;prizeamountadjusted
62;1954;The Nobel Prize in Physics;NA;for the coincidence method and his discoveries made therewith;181647;2688094
178;1920;The Nobel Prize in Chemistry;NA;in recognition of his work in thermochemistry;134100;2438066
783;2004;The Nobel Peace Prize;2004-10-08;for her contribution to sustainable development, democracy and peace;10000000;11976161
683;1973;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1973-10-18;for the development of the input-output method and for its application to important economic problems;510000;3392300
206;1946;The Nobel Prize in Chemistry;NA;for their preparation of enzymes and virus proteins in a pure form;121524;2549333
414;1978;The Nobel Prize in Physiology or Medicine;NA;for the discovery of restriction enzymes and their application to problems of molecular genetics;725000;2951013
361;1956;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning heart catheterization and pathological changes in the circulatory system;200123;2748452
38;1932;The Nobel Prize in Physics;NA;for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen;171753;5375024
1;1901;The Nobel Prize in Physics;NA;in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him;150782;8722510
168;1909;The Nobel Prize in Chemistry;NA;in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction;139800;7212924
16;1911;The Nobel Prize in Physics;NA;for his discoveries regarding the laws governing the radiation of heat;140695;7460743
224;1960;The Nobel Prize in Chemistry;1960-11-03;for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science;225987;2713265
839;2009;The Nobel Prize in Physics;2009-10-06;for the invention of an imaging semiconductor circuit - the CCD sensor;10000000;11157218
315;1924;The Nobel Prize in Physiology or Medicine;NA;for his discovery of the mechanism of the electrocardiogram;116719;3276714
123;1983;The Nobel Prize in Physics;1983-10-19;for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe;1500000;3782695
65;1956;The Nobel Prize in Physics;NA;for their researches on semiconductors and their discovery of the transistor effect;200123;2748452
20;1915;The Nobel Prize in Physics;1915-11-12;for their services in the analysis of crystal structure by means of X-rays;149223;6330371
593;1923;The Nobel Prize in Literature;NA;for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation;114935;3226631
916;2015;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning a novel therapy against infections caused by roundworm parasites;8000000;8536613
968;2018;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;NA;for integrating climate change into long-run macroeconomic analysis;9000000;9163200
154;1997;The Nobel Prize in Physics;1997-10-15;for development of methods to cool and trap atoms with laser light;7500000;9746426
911;2014;The Nobel Prize in Chemistry;2014-10-08;for the development of super-resolved fluorescence microscopy;8000000;8531844
209;1949;The Nobel Prize in Chemistry;NA;for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures;156290;2983576
706;1990;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1990-10-16;for their pioneering work in the theory of financial economics;4000000;6443882
620;1949;The Nobel Prize in Literature;NA;for his powerful and artistically unique contribution to the modern American novel;156290;2983576
970;2019;The Nobel Prize in Physiology or Medicine;2019-10-07;for their discoveries of how cells sense and adapt to oxygen availability;9000000;9000000
660;1983;The Nobel Prize in Literature;NA;for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today;1500000;3782695
243;1972;The Nobel Prize in Chemistry;NA;for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule;480000;3406394
741;2001;The Nobel Prize in Chemistry;2001-10-10;for their work on chirally catalysed hydrogenation reactions;10000000;12518033
249;1976;The Nobel Prize in Chemistry;1976-10-18;for his studies on the structure of boranes illuminating problems of chemical bonding;681000;3403217
328;1934;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning liver therapy in cases of anaemia;162608;5261333
716;1996;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1996-10-08;for their fundamental contributions to the economic theory of incentives under asymmetric information;7400000;9662517
63;1955;The Nobel Prize in Physics;1955-11-02;for his discoveries concerning the fine structure of the hydrogen spectrum;190214;2730214
529;1971;The Nobel Peace Prize;1971-10-21;for paving the way for a meaningful dialogue between East and West;450000;3382087
624;1953;The Nobel Prize in Literature;NA;for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values;175293;2614331
673;1996;The Nobel Prize in Literature;NA;for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality;7400000;9662517
594;1924;The Nobel Prize in Literature;NA;for his great national epic, <I>The Peasants</I>;116719;3276714
663;1986;The Nobel Prize in Literature;NA;who in a wide cultural perspective and with poetic overtones fashions the drama of existence;2000000;4172678
739;2001;The Nobel Prize in Physics;2001-10-09;for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates;10000000;12518033
137;1989;The Nobel Prize in Physics;1989-10-12;for the development of the ion trap technique;3000000;5337372
50;1945;The Nobel Prize in Physics;NA;for the discovery of the Exclusion Principle, also called the Pauli Principle;121333;2545326
483;1919;The Nobel Peace Prize;1920-12-10;for his role as founder of the League of Nations;133127;2420376
994;2020;The Nobel Peace Prize;2020-10-09;for its efforts to combat hunger, for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict;10000000;10000000
557;1994;The Nobel Peace Prize;1994-10-14;for their efforts to create peace in the Middle East;7000000;9417195
642;1968;The Nobel Prize in Literature;NA;for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind;350000;3107674
559;1994;The Nobel Peace Prize;1994-10-14;for their efforts to create peace in the Middle East;7000000;9417195
826;2008;The Nobel Prize in Physics;2008-10-07;for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics;10000000;11124709
927;2016;The Nobel Prize in Physiology or Medicine;NA;for his discoveries of mechanisms for autophagy;8000000;8451577
265;1986;The Nobel Prize in Chemistry;1986-10-15;for their contributions concerning the dynamics of chemical elementary processes;2000000;4172678
794;2005;The Nobel Prize in Chemistry;2005-10-05;for the development of the metathesis method in organic synthesis;10000000;11923798
726;2000;The Nobel Prize in Physics;2000-10-10;for developing semiconductor heterostructures used in high-speed- and opto-electronics;9000000;11538617
